,p_vals_full,mean_eff_size,abs_eff_size,p_vals_sz_20,eff_size_sz_20,freq_repr_sz_20,p_vals_sz_25,eff_size_sz_25,freq_repr_sz_25,p_vals_sz_30,eff_size_sz_30,freq_repr_sz_30,p_vals_sz_40,eff_size_sz_40,freq_repr_sz_40,p_vals_sz_50,eff_size_sz_50,freq_repr_sz_50,p_vals_sz_70,eff_size_sz_70,freq_repr_sz_70,band
"('T3', 'Cz')",2.9433213749553547e-14,-0.7123440598508461,0.7123440598508461,0.8765844329024837,-0.800667012889851,0.024,0.7525026845057768,-0.768806366855406,0.064,0.5655315426250417,-0.764796085553744,0.174,0.25681299615128406,-0.7457665276880385,0.43,0.07486013731226251,-0.737973483662222,0.758,0.001938043846532307,-0.7339228666082773,0.992,alpha2
"('F7', 'Cz')",2.8257381690705438e-14,-0.7068599659900465,0.7068599659900465,0.7946536551408939,-0.8587352342194062,0.066,0.6866642085606577,-0.826175641353602,0.134,0.5497717329961482,-0.79612110036718,0.228,0.29118928859117654,-0.779601452308797,0.5,0.14048924939104637,-0.7539497739909732,0.696,0.006360556310070007,-0.74564998304956,0.968,alpha2
"('F4', 'F8')",4.2794343197313394e-15,-0.698552649114259,0.698552649114259,0.6883633531656332,-0.9306581266977553,0.15,0.5818092408071978,-0.8707020193290697,0.232,0.4928778911192924,-0.8481852274338585,0.306,0.29020370796842765,-0.8241654572082462,0.506,0.13951115155592672,-0.8035329835024855,0.72,0.009728189205614832,-0.7838514302969862,0.962,alpha2
"('F4', 'Cz')",1.0702702268797132e-12,-0.6880975693158128,0.6880975693158128,0.8414086543977617,-0.7818120097901464,0.052,0.7456662181003367,-0.7517755654190118,0.096,0.6423261647286355,-0.7290836306563553,0.168,0.3978084216196718,-0.7153827278767495,0.378,0.19523791633338416,-0.6985600047099878,0.576,0.020815368682941378,-0.6918103877674797,0.924,alpha2
"('Fp1', 'F3')",3.5872762235456015e-13,-0.677280442912082,0.677280442912082,0.8906747753466915,-0.8201216312277817,0.014,0.7909929580812922,-0.7848755491377241,0.056,0.6107542316164174,-0.7712444442573042,0.108,0.27133272810323716,-0.73753456350433,0.334,0.0635534281662754,-0.726442423851704,0.698,0.002213042857321705,-0.715060100141801,0.998,alpha1
"('F3', 'Cz')",6.448593201255817e-12,-0.6761933098448851,0.6761933098448851,0.8435810625962096,-0.7897404987008958,0.038,0.7326422792769512,-0.7644927725112514,0.106,0.6419622958280301,-0.7296446405919571,0.17,0.4057382437573839,-0.7175360767923888,0.374,0.2523243790542142,-0.6970506679707393,0.574,0.042306928574457586,-0.6884059092961894,0.87,alpha2
"('F4', 'F8')",3.1739555599456947e-12,-0.6711374107237307,0.6711374107237307,0.9147044803110003,-0.7285326442758976,0.012,0.8081462322016311,-0.7074531669866152,0.03,0.7006268425644447,-0.6842713818829212,0.088,0.40848482298286465,-0.6870968042647251,0.334,0.1783615110842235,-0.6835519846044672,0.574,0.0182726079818611,-0.6688608885961927,0.928,beta2
"('O1', 'O2')",1.526486221955952e-08,0.6693660300391558,0.6693660300391558,0.8785914678874772,0.70071643295114,0.032,0.8064079750919491,0.6689499731561787,0.072,0.7371732123220617,0.6605604970236149,0.112,0.5923379583600169,0.6281688328234017,0.216,0.4529117068897643,0.6168375196412794,0.352,0.24371355368561073,0.5965445280591231,0.566,alpha1
"('Fp1', 'Fz')",7.30849726876867e-11,-0.6680638623823254,0.6680638623823254,0.9414631110926638,-0.6809309644908488,0.002,0.8704549110489576,-0.6582019582132588,0.016,0.7650619303758073,-0.6543510719517822,0.056,0.5033045309019001,-0.6472284001500318,0.222,0.28325710510289587,-0.6338336128533045,0.424,0.03622612599364692,-0.6361405625861948,0.872,beta2
"('T3', 'C3')",6.616960027462881e-12,-0.6670431240253748,0.6670431240253748,0.9310662419372521,-0.7170813068098578,0.01,0.8444496576236603,-0.698698884363186,0.03,0.7293487000567666,-0.6863064268384996,0.066,0.4384239111767252,-0.6764039155328745,0.242,0.19382300043949693,-0.6760191177961882,0.528,0.01403749791158111,-0.6610315538683038,0.948,alpha2
